id1,affil1,affil_tokens_labeled,affil_tokens,total_entities
5704,"University of Illinois at Urbana Champaign, Urbana, IL, USA",University of Illinois<ORG>; Urbana Champaign<LOC>; Urbana<LOC>; IL<LOC>; USA<LOC>,University of Illinois; Urbana Champaign; Urbana; IL; USA,5
26,University of Illinois at Urbana-Champaign,University of Illinois<ORG>; Urbana-Champaign<LOC>,University of Illinois; Urbana-Champaign,2
743,"University of Illinois at Urbana-Champaign, IL",University of Illinois<ORG>; Urbana-Champaign<LOC>; IL<LOC>,University of Illinois; Urbana-Champaign; IL,3
212,"University of Illinois at Urbana-Champaign, Urbana, IL",University of Illinois<ORG>; Urbana-Champaign<LOC>; Urbana<LOC>; IL<LOC>,University of Illinois; Urbana-Champaign; Urbana; IL,4
5657,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",University of Illinois<ORG>; Urbana-Champaign<LOC>; Urbana<LOC>; IL<LOC>; USA<LOC>,University of Illinois; Urbana-Champaign; Urbana; IL; USA,5
6039,"University of Illinois at Urbana-Champaign, Urbana, USA",University of Illinois<ORG>; Urbana-Champaign<LOC>; Urbana<LOC>; USA<LOC>,University of Illinois; Urbana-Champaign; Urbana; USA,4
3485,University of Illinois Urbana,University of Illinois Urbana<ORG>,University of Illinois Urbana,1
7860,"University of Illinois, 1304 W. Springfield Ave., Urbana, IL 61801, USA; e-mail: kaushikc@cs.uiuc.edu",University of Illinois<ORG>; W. Springfield Ave<PER>; Urbana<LOC>; IL 61801<LOC>; USA<LOC>; kaushikc@cs.uiuc.edu<MISC>,University of Illinois; W. Springfield Ave; Urbana; IL 61801; USA; kaushikc@cs.uiuc.edu,6
7278,"University of Illinois, Chicago",University of Illinois<ORG>; Chicago<LOC>,University of Illinois; Chicago,2
4013,"University of Illinois, Urbana Champaign",University of Illinois<ORG>; Urbana Champaign<LOC>,University of Illinois; Urbana Champaign,2
1078,"University of Illinois, Urbana-Champaign",University of Illinois<ORG>; Urbana-Champaign<LOC>,University of Illinois; Urbana-Champaign,2
4075,"University of Illinois, Urbana-Champaign, IL",University of Illinois<ORG>; Urbana-Champaign<LOC>; IL<LOC>,University of Illinois; Urbana-Champaign; IL,3
5571,"University of Illinois, Urbana-Champaign, Urbana, IL, USA",University of Illinois<ORG>; Urbana-Champaign<LOC>; Urbana<LOC>; IL<LOC>; USA<LOC>,University of Illinois; Urbana-Champaign; Urbana; IL; USA,5
8418,"University of Illinois, USA",University of Illinois<ORG>; USA<LOC>,University of Illinois; USA,2
8133,"University of Insubria, Italy",University of Insubria<ORG>; Italy<LOC>,University of Insubria; Italy,2
3126,"University of Ioannina, Greece",University of Ioannina<ORG>; Greece<LOC>,University of Ioannina; Greece,2
5632,"University of Ioannina, Ioannina, Greece",University of Ioannina<ORG>; Ioannina<LOC>; Greece<LOC>,University of Ioannina; Ioannina; Greece,3
4889,University of Kaiserslautern,University of Kaiserslautern<ORG>,University of Kaiserslautern,1
811,"University of Kaiserslautern, Kaiserslautern, Germany",University of Kaiserslautern<ORG>; Kaiserslautern<LOC>; Germany<LOC>,University of Kaiserslautern; Kaiserslautern; Germany,3
8754,"University of Kaiserslautern, Kaiserslautern, Germany 67653",University of Kaiserslautern<ORG>; Kaiserslautern<LOC>; Germany<LOC>,University of Kaiserslautern; Kaiserslautern; Germany,3
7023,"University of Konstanz, D-78457 Konstanz, Germany",University of Konstanz<ORG>; D-78457 Konstanz<LOC>; Germany<LOC>,University of Konstanz; D-78457 Konstanz; Germany,3
1453,"University of Konstanz, Department of Computer and Information Science, Konstanz, Germany",University of Konstanz<ORG>; Department of Computer and Information Science<ORG>; Konstanz<LOC>; Germany<LOC>,University of Konstanz; Department of Computer and Information Science; Konstanz; Germany,4
7244,"University of Konstanz, Germany",University of Konstanz<ORG>; Germany<LOC>,University of Konstanz; Germany,2
1180,"University of Konstanz, Konstanz, Germany",University of Konstanz<ORG>; Konstanz<LOC>; Germany<LOC>,University of Konstanz; Konstanz; Germany,3
1113,University of Leipzig,University of Leipzig<ORG>,University of Leipzig,1
1805,"University of Leipzig, Germany",University of Leipzig<ORG>; Germany<LOC>,University of Leipzig; Germany,2
4686,"University of Leipzig, Leipzig, Germany",University of Leipzig<ORG>; Leipzig<LOC>; Germany<LOC>,University of Leipzig; Leipzig; Germany,3
2503,"University of London, London, United Kingdom",University of London<ORG>; London<LOC>; United Kingdom<LOC>,University of London; London; United Kingdom,3
8405,"University of London, U.K.",University of London<ORG>; U.K.<LOC>,University of London; U.K.,2
8058,"University of Louisiana at Lafayette, USA",University of Louisiana at Lafayette<ORG>; USA<LOC>,University of Louisiana at Lafayette; USA,2
5528,"University of Manchester, Manchester, United Kingdom",University of Manchester<ORG>; Manchester<LOC>; United Kingdom<LOC>,University of Manchester; Manchester; United Kingdom,3
2613,"University of Mannheim, Germany",University of Mannheim<ORG>; Germany<LOC>,University of Mannheim; Germany,2
770,"University of Mannheim, Mannheim, Germany",University of Mannheim<ORG>; Mannheim<LOC>; Germany<LOC>,University of Mannheim; Mannheim; Germany,3
3775,University of Marburg,University of Marburg<ORG>,University of Marburg,1
9235,"University of Marburg, Germany",University of Marburg<ORG>; Germany<LOC>,University of Marburg; Germany,2
2278,"University of Marburg, Marburg, Germany",University of Marburg<ORG>; Marburg<LOC>; Germany<LOC>,University of Marburg; Marburg; Germany,3
3452,University of Maryland,University of Maryland<ORG>,University of Maryland,1
3136,University of Maryland at College Park,University of Maryland<ORG>; College Park<LOC>,University of Maryland; College Park,2
9101,University of Maryland Baltimore County,University of Maryland Baltimore County<ORG>,University of Maryland Baltimore County,1
5266,"University of Maryland, Baltimore County, Baltimore, MD",University of Maryland<ORG>; Baltimore County<LOC>; Baltimore<LOC>; MD<LOC>,University of Maryland; Baltimore County; Baltimore; MD,4
2838,"University of Maryland, College Park",University of Maryland<ORG>; College Park<LOC>,University of Maryland; College Park,2
7364,"University of Maryland, College Park, College Park, Maryland",University of Maryland<ORG>; College Park<LOC>; Maryland<LOC>,University of Maryland; College Park; Maryland,4
7904,"University of Maryland, College Park, Maryland",University of Maryland<ORG>; College Park<LOC>; Maryland<LOC>,University of Maryland; College Park; Maryland,3
1096,"University of Maryland, College Park, MD",University of Maryland<ORG>; College Park<ORG>; MD<LOC>,University of Maryland; College Park; MD,3
9791,"University of Maryland, College Park, MD 20",University of Maryland<ORG>; College Park<ORG>; MD 20<LOC>,University of Maryland; College Park; MD 20,3
7727,"University of Maryland, College Park, MD 20742, USA; E-mail: {louiqa,vladimir,taozhan}@umiacs.umd.edu",University of Maryland<ORG>; College Park<ORG>; MD 20742<MISC>; USA<LOC>; E-mail<MISC>,University of Maryland; College Park; MD 20742; USA; E-mail,5
5562,"University of Maryland, College Park, MD, USA",University of Maryland<ORG>; College Park<LOC>; MD<LOC>; USA<LOC>,University of Maryland; College Park; MD; USA,4
8682,"University of Maryland, College park, USA",University of Maryland<ORG>; College<LOC>; USA<LOC>,University of Maryland; College; USA,3
426,"University of Maryland, MD",University of Maryland<ORG>; MD<ORG>,University of Maryland; MD,2
8576,"University of Maryland, USA",University of Maryland<ORG>; USA<LOC>,University of Maryland; USA,2
3032,University of Massachusetts,University of Massachusetts<ORG>,University of Massachusetts,1
3090,University of Massachusetts Amherst,University of Massachusetts Amherst<ORG>,University of Massachusetts Amherst,1
5587,"University of Massachusetts Amherst, Amherst, MA, USA",University of Massachusetts Amherst<ORG>; Amherst<LOC>; MA<LOC>; USA<LOC>,University of Massachusetts Amherst; Amherst; MA; USA,4
4252,University of Massachusetts Boston,University of Massachusetts Boston<ORG>,University of Massachusetts Boston,1
3145,"University of Massachusetts, Amherst",University of Massachusetts<ORG>; Amherst<LOC>,University of Massachusetts; Amherst,2
8854,"University of Massachusetts, Amherst, Amherst, MA",University of Massachusetts<ORG>; Amherst<LOC>; MA<LOC>,University of Massachusetts; Amherst; MA,4
2932,"University of Massachusetts, Amherst, MA",University of Massachusetts<ORG>; Amherst<LOC>; MA<LOC>,University of Massachusetts; Amherst; MA,3
9141,"University of Melbourne Melbourne, Australia",University of Melbourne Melbourne<ORG>; Australia<LOC>,University of Melbourne Melbourne; Australia,2
8253,"University of Melbourne, Australia",University of Melbourne<ORG>; Australia<LOC>,University of Melbourne; Australia,2
9201,"University of Melbourne, Victoria, Australia",University of Melbourne<ORG>; Victoria<LOC>; Australia<LOC>,University of Melbourne; Victoria; Australia,3
2501,University of Michigan,University of Michigan<ORG>,University of Michigan,1
3717,University of Michigan at Ann Arbor,University of Michigan<ORG>; Ann Arbor<LOC>,University of Michigan; Ann Arbor,2
1081,"University of Michigan, Ann Arbor",University of Michigan<ORG>; Ann Arbor<LOC>,University of Michigan; Ann Arbor,2
101,"University of Michigan, Ann Arbor, MI",University of Michigan<ORG>; Ann Arbor<LOC>; MI<LOC>,University of Michigan; Ann Arbor; MI,3
5692,"University of Michigan, Ann Arbor, MI, USA",University of Michigan<ORG>; Ann Arbor<LOC>; MI<LOC>; USA<LOC>,University of Michigan; Ann Arbor; MI; USA,4
7692,"University of Michigan, Ann Arbor, Mich., USA; e-mail: {jag, shurug, apchapma, andrewdn, spapariz, jignesh, nuwee, yuwu, congy}@umich.edu",University of Michigan<ORG>; Ann Arbor<LOC>; Mich<LOC>; USA<LOC>,University of Michigan; Ann Arbor; Mich; USA,4
2271,"University of Michigan, Ann Arbor, Michigan",University of Michigan<ORG>; Ann Arbor<LOC>; Michigan<LOC>,University of Michigan; Ann Arbor; Michigan,3
7758,"University of Michigan, Ann Arbor; E-mail: jag@umich.edu",University of Michigan<ORG>; Ann Arbor<LOC>; E-mail<MISC>; jag@umich.edu<MISC>,University of Michigan; Ann Arbor; E-mail; jag@umich.edu,4
199,"University of Michigan, MI",University of Michigan<ORG>; MI<LOC>,University of Michigan; MI,2
8238,"University of Michigan, USA",University of Michigan<ORG>; USA<LOC>,University of Michigan; USA,2
5537,"University of Michigan: Ann Arbor, Ann Arbor, MI",University of Michigan<ORG>; Ann Arbor<LOC>; MI<LOC>,University of Michigan; Ann Arbor; MI,4
3582,"University of Milano, Italy",University of Milano<ORG>; Italy<LOC>,University of Milano; Italy,2
1943,"University of Minnesota at Twin-Cities, Minneapolis, MN",University of Minnesota<ORG>; Twin-Cities<LOC>; Minneapolis<LOC>; MN<ORG>,University of Minnesota; Twin-Cities; Minneapolis; MN,4
3065,"University of Minnesota, Minneapolis, MN",University of Minnesota<ORG>; Minneapolis<LOC>; MN<ORG>,University of Minnesota; Minneapolis; MN,3
6003,"University of Minnesota, Minneapolis, MN, USA",University of Minnesota<ORG>; Minneapolis<LOC>; MN<LOC>; USA<LOC>,University of Minnesota; Minneapolis; MN; USA,4
3580,"University of Modena, Italy",University of Modena<ORG>; Italy<LOC>,University of Modena; Italy,2
7648,"University of Mons-Hainaut, Mons, Belgium",University of Mons-Hainaut<ORG>; Mons<LOC>; Belgium<LOC>,University of Mons-Hainaut; Mons; Belgium,3
3923,University of Munchen,University of Munchen<ORG>,University of Munchen,1
3460,University of Munich,University of Munich<ORG>,University of Munich,1
4163,"University of Munich, Germany",University of Munich<ORG>; Germany<LOC>,University of Munich; Germany,2
6963,"University of Munich, Institute for Computer Science",University of Munich<ORG>; Institute for Computer Science<ORG>,University of Munich; Institute for Computer Science,2
1808,"University of Munich, Institute for Computer Science, Munich, Germany",University of Munich<ORG>; Institute for Computer Science<ORG>; Munich<LOC>; Germany<LOC>,University of Munich; Institute for Computer Science; Munich; Germany,4
4095,"University of Munich, Munich, Germany",University of Munich<ORG>; Munich<LOC>; Germany<LOC>,University of Munich; Munich; Germany,3
7898,"University of Münster, Münster, Germany",University of Münster<ORG>; Münster<LOC>; Germany<LOC>,University of Münster; Münster; Germany,3
5146,"University of Nantes - LINA, Nantes, France",University of Nantes - LINA<ORG>; Nantes<LOC>; France<LOC>,University of Nantes - LINA; Nantes; France,3
2338,"University of Nantes, France",University of Nantes<ORG>; France<LOC>,University of Nantes; France,2
3631,University of New South Wales,University of New South Wales<ORG>,University of New South Wales,1
37,"University of New South Wales, Australia",University of New South Wales<ORG>; Australia<LOC>,University of New South Wales; Australia,2
5117,"University of New South Wales, Sydney, Australia",University of New South Wales<ORG>; Sydney<LOC>; Australia<LOC>,University of New South Wales; Sydney; Australia,3
2138,"University of New South Wales, Sydney, NSW, Australia",University of New South Wales<ORG>; Sydney<LOC>; NSW<LOC>; Australia<LOC>,University of New South Wales; Sydney; NSW; Australia,4
4030,University of North Carolina at Chapel Hill,University of North Carolina<ORG>; Chapel Hill<LOC>,University of North Carolina; Chapel Hill,2
4723,"University of North Carolina at Chapel Hill, Chapel Hill, NC",University of North Carolina<ORG>; Chapel Hill<LOC>; NC<ORG>,University of North Carolina; Chapel Hill; NC,4
5594,"University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",University of North Carolina<ORG>; Chapel Hill<LOC>; NC<ORG>; USA<LOC>,University of North Carolina; Chapel Hill; NC; USA,5
7629,"University of North Carolina, Greensboro",University of North Carolina<ORG>; Greensboro<LOC>,University of North Carolina; Greensboro,2
1529,"University of NSW, Sydney, Australia",University of NSW<ORG>; Sydney<LOC>; Australia<LOC>,University of NSW; Sydney; Australia,3
3654,University of Oklahoma,University of Oklahoma<ORG>,University of Oklahoma,1
431,"University of Ottawa, Ottawa, Canada",University of Ottawa<ORG>; Ottawa<LOC>; Canada<LOC>,University of Ottawa; Ottawa; Canada,3
2959,"University of Ottawa, Ottawa, Ontario, Canada",University of Ottawa<ORG>; Ottawa<LOC>; Ontario<LOC>; Canada<LOC>,University of Ottawa; Ottawa; Ontario; Canada,4
3007,University of Oxford,University of Oxford<ORG>,University of Oxford,1
6385,"University of Oxford, Oxford, United Kingdom",University of Oxford<ORG>; Oxford<LOC>; United Kingdom<LOC>,University of Oxford; Oxford; United Kingdom,3
3892,University of Paris 6,University of Paris<ORG>,University of Paris,1
3965,"University of Paris 6, France",University of Paris 6<ORG>; France<LOC>,University of Paris 6; France,2
3819,University of Passau,University of Passau<ORG>,University of Passau,1
193,"University of Patras, Rio, Greece",University of Patras<ORG>; Rio<LOC>; Greece<LOC>,University of Patras; Rio; Greece,3
